1,-239802.0,-251584.0,285199.0,-242695.0,-253862.0,276957.0,-236004.0,-252062.0,276957.0
2,-233765.0,-249172.0,285199.0,-236004.0,-252062.0,276957.0,-229940.0,-248713.0,276957.0
3,-236004.0,-252062.0,276957.0,-233765.0,-249172.0,285199.0,-239802.0,-251584.0,285199.0
4,-229940.0,-248713.0,276957.0,-228466.0,-245310.0,285199.0,-233765.0,-249172.0,285199.0
5,-224253.0,-239911.0,285199.0,-224849.0,-243770.0,276957.0,-221100.0,-237293.0,276957.0
6,-224849.0,-243770.0,276957.0,-224253.0,-239911.0,285199.0,-228466.0,-245310.0,285199.0
7,-221100.0,-237293.0,276957.0,-221455.0,-233365.0,285198.0,-224253.0,-239911.0,285199.0
8,-228466.0,-245310.0,285199.0,-229940.0,-248713.0,276957.0,-224849.0,-243770.0,276957.0
9,-220365.0,-226530.0,285199.0,-219021.0,-230053.0,276957.0,-218855.0,-222888.0,276957.0
10,-219021.0,-230053.0,276957.0,-220365.0,-226530.0,285199.0,-221455.0,-233365.0,285198.0
11,-218855.0,-222888.0,276957.0,-221077.0,-219975.0,285199.0,-220365.0,-226530.0,285199.0
12,-221455.0,-233365.0,285198.0,-221100.0,-237293.0,276957.0,-219021.0,-230053.0,276957.0
13,-223490.0,-213956.0,285199.0,-220557.0,-216167.0,276957.0,-224008.0,-210156.0,276957.0
14,-220557.0,-216167.0,276957.0,-223490.0,-213956.0,285199.0,-221077.0,-219975.0,285199.0
15,-224008.0,-210156.0,276957.0,-227493.0,-208716.0,285199.0,-223490.0,-213956.0,285199.0
16,-221077.0,-219975.0,285199.0,-218855.0,-222888.0,276957.0,-220557.0,-216167.0,276957.0
17,-232965.0,-204503.0,285199.0,-229091.0,-205109.0,276957.0,-235577.0,-201327.0,276957.0
18,-229091.0,-205109.0,276957.0,-232965.0,-204503.0,285199.0,-227493.0,-208716.0,285199.0
19,-235577.0,-201327.0,276957.0,-239489.0,-201682.0,285199.0,-232965.0,-204503.0,285199.0
20,-227493.0,-208716.0,285199.0,-224008.0,-210156.0,276957.0,-229091.0,-205109.0,276957.0
21,-246361.0,-200711.0,285199.0,-242808.0,-199282.0,276957.0,-250035.0,-199312.0,276957.0
